scenario,interest_rate_shock,initial_interest_rate,interest_rate_bucket,predicted_pd
Mild Stress (+5%),0.05,0.20233500000000001,high,0.09012617664730622
Mild Stress (+5%),0.05,0.189525,low,0.05081381500595474
Mild Stress (+5%),0.05,0.20233500000000001,high,0.05081381500595474
Mild Stress (+5%),0.05,0.22512000000000001,high,0.13391662951404368
Mild Stress (+5%),0.05,0.10048499999999999,very_low,0.13391662951404368
Mild Stress (+5%),0.05,0.10048499999999999,very_low,0.08953341740226986
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.189525,low,0.09012617664730622
Mild Stress (+5%),0.05,0.189525,low,0.08408752434414023
Mild Stress (+5%),0.05,0.10752,very_low,0.05081381500595474
Mild Stress (+5%),0.05,0.20233500000000001,high,0.13391662951404368
Mild Stress (+5%),0.05,0.20233500000000001,high,0.06521739130434781
Mild Stress (+5%),0.05,0.19939500000000002,high,0.13391662951404368
Mild Stress (+5%),0.05,0.20233500000000001,high,0.2586490939044481
Mild Stress (+5%),0.05,0.147105,very_low,0.09012617664730622
Mild Stress (+5%),0.05,0.1134,very_low,0.08953341740226986
Mild Stress (+5%),0.05,0.20233500000000001,high,0.13391662951404368
Mild Stress (+5%),0.05,0.10374,very_low,0.05081381500595474
Mild Stress (+5%),0.05,0.10048499999999999,very_low,0.08408752434414023
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.189525,low,0.08408752434414023
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.189525,low,0.05081381500595474
Mild Stress (+5%),0.05,0.20233500000000001,high,0.13391662951404368
Mild Stress (+5%),0.05,0.189525,low,0.05081381500595474
Mild Stress (+5%),0.05,0.18963000000000002,low,0.09293914137442995
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.157395,very_low,0.09012617664730622
Mild Stress (+5%),0.05,0.189525,low,0.09012617664730622
Mild Stress (+5%),0.05,0.18931499999999998,low,0.09012617664730622
Mild Stress (+5%),0.05,0.20233500000000001,high,0.06521739130434781
Mild Stress (+5%),0.05,0.33915,very_high,0.30736842105263157
Mild Stress (+5%),0.05,0.28119,high,0.13391662951404368
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.20233500000000001,high,0.09012617664730622
Mild Stress (+5%),0.05,0.308595,very_high,0.30736842105263157
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.20233500000000001,high,0.07575757575757576
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.188895,low,0.08953341740226986
Mild Stress (+5%),0.05,0.20895000000000002,high,0.3888888888888889
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.189525,low,0.30736842105263157
Mild Stress (+5%),0.05,0.189525,low,0.09293914137442995
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.189525,low,0.13391662951404368
Mild Stress (+5%),0.05,0.308595,very_high,0.2875
Mild Stress (+5%),0.05,0.308595,very_high,0.22661961179732795
Mild Stress (+5%),0.05,0.189525,low,0.13391662951404368
Mild Stress (+5%),0.05,0.308595,very_high,0.22661961179732795
Mild Stress (+5%),0.05,0.189525,low,0.040262172284644196
Mild Stress (+5%),0.05,0.20233500000000001,high,0.13391662951404368
Mild Stress (+5%),0.05,0.19939500000000002,high,0.13391662951404368
Mild Stress (+5%),0.05,0.189525,low,0.09293914137442995
Mild Stress (+5%),0.05,0.0966,very_low,0.09012617664730622
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.189525,low,0.30736842105263157
Mild Stress (+5%),0.05,0.20233500000000001,high,0.13391662951404368
Mild Stress (+5%),0.05,0.20233500000000001,high,0.2875
Mild Stress (+5%),0.05,0.189525,low,0.09293914137442995
Mild Stress (+5%),0.05,0.27972,high,0.21285140562248997
Mild Stress (+5%),0.05,0.189525,low,0.13391662951404368
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.24885,high,0.22661961179732795
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.189525,low,0.22661961179732795
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.189525,low,0.09012617664730622
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.157395,very_low,0.07575757575757576
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.20233500000000001,high,0.09293914137442995
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.33915,very_high,0.30736842105263157
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.20233500000000001,high,0.09012617664730622
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.189525,low,0.1471861471861472
Mild Stress (+5%),0.05,0.09597,very_low,0.05081381500595474
Mild Stress (+5%),0.05,0.189525,low,0.09012617664730622
Mild Stress (+5%),0.05,0.20233500000000001,high,0.07575757575757576
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.189525,low,0.09012617664730622
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.20233500000000001,high,0.13391662951404368
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.189525,low,0.09090909090909091
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.189525,low,0.30736842105263157
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.20233500000000001,high,0.09293914137442995
Mild Stress (+5%),0.05,0.189525,low,0.13391662951404368
Mild Stress (+5%),0.05,0.22008000000000003,high,0.16990846681922198
Mild Stress (+5%),0.05,0.189525,low,0.09012617664730622
Mild Stress (+5%),0.05,0.10048499999999999,very_low,0.08953341740226986
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.189525,low,0.09012617664730622
Mild Stress (+5%),0.05,0.157395,very_low,0.08408752434414023
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.157395,very_low,0.09293914137442995
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.189525,low,0.13391662951404368
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.189525,low,0.09293914137442995
Mild Stress (+5%),0.05,0.20517,high,0.13391662951404368
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.20233500000000001,high,0.05081381500595474
Mild Stress (+5%),0.05,0.189525,low,0.05081381500595474
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.10048499999999999,very_low,0.09012617664730622
Mild Stress (+5%),0.05,0.20233500000000001,high,0.09293914137442995
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.20233500000000001,high,0.09293914137442995
Mild Stress (+5%),0.05,0.132615,very_low,0.08408752434414023
Mild Stress (+5%),0.05,0.0966,very_low,0.13391662951404368
Mild Stress (+5%),0.05,0.20895000000000002,high,0.33088235294117646
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.10048499999999999,very_low,0.09012617664730622
Mild Stress (+5%),0.05,0.20233500000000001,high,0.3327205882352941
Mild Stress (+5%),0.05,0.189525,low,0.05081381500595474
Mild Stress (+5%),0.05,0.282765,high,0.22661961179732795
Mild Stress (+5%),0.05,0.189525,low,0.30736842105263157
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.115395,very_low,0.0725967291583566
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.33915,very_high,0.30736842105263157
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.308595,very_high,0.16990846681922198
Mild Stress (+5%),0.05,0.189525,low,0.09012617664730622
Mild Stress (+5%),0.05,0.189525,low,0.09012617664730622
Mild Stress (+5%),0.05,0.20895000000000002,high,0.30736842105263157
Mild Stress (+5%),0.05,0.189525,low,0.09012617664730622
Mild Stress (+5%),0.05,0.20233500000000001,high,0.13391662951404368
Mild Stress (+5%),0.05,0.20233500000000001,high,0.05081381500595474
Mild Stress (+5%),0.05,0.20895000000000002,high,0.33088235294117646
Mild Stress (+5%),0.05,0.189525,low,0.05081381500595474
Mild Stress (+5%),0.05,0.189525,low,0.13391662951404368
Mild Stress (+5%),0.05,0.189525,low,0.05081381500595474
Mild Stress (+5%),0.05,0.189525,low,0.09012617664730622
Mild Stress (+5%),0.05,0.189525,low,0.040262172284644196
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.308595,very_high,0.2586490939044481
Mild Stress (+5%),0.05,0.09597,very_low,0.05081381500595474
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.189525,low,0.13391662951404368
Mild Stress (+5%),0.05,0.152145,very_low,0.01762632197414806
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.189525,low,0.09293914137442995
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.33915,very_high,0.22661961179732795
Mild Stress (+5%),0.05,0.209895,high,0.22661961179732795
Mild Stress (+5%),0.05,0.20233500000000001,high,0.05081381500595474
Mild Stress (+5%),0.05,0.19939500000000002,high,0.13391662951404368
Mild Stress (+5%),0.05,0.13324500000000003,very_low,0.08408752434414023
Mild Stress (+5%),0.05,0.20233500000000001,high,0.13391662951404368
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.189525,low,0.040262172284644196
Mild Stress (+5%),0.05,0.189525,low,0.09293914137442995
Mild Stress (+5%),0.05,0.20233500000000001,high,0.13391662951404368
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.20233500000000001,high,0.13391662951404368
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.33915,very_high,0.22661961179732795
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.189525,low,0.05081381500595474
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.33915,very_high,0.30736842105263157
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.20233500000000001,high,0.09012617664730622
Mild Stress (+5%),0.05,0.20233500000000001,high,0.13391662951404368
Mild Stress (+5%),0.05,0.189525,low,0.13391662951404368
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.269115,high,0.05081381500595474
Mild Stress (+5%),0.05,0.10048499999999999,very_low,0.07830687830687831
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.11445000000000001,very_low,0.13391662951404368
Mild Stress (+5%),0.05,0.17797500000000002,low,0.13391662951404368
Mild Stress (+5%),0.05,0.14763,very_low,0.09012617664730622
Mild Stress (+5%),0.05,0.189525,low,0.09012617664730622
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.19939500000000002,high,0.13391662951404368
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.1134,very_low,0.09012617664730622
Mild Stress (+5%),0.05,0.189525,low,0.09293914137442995
Mild Stress (+5%),0.05,0.287385,high,0.05081381500595474
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.115395,very_low,0.01762632197414806
Mild Stress (+5%),0.05,0.189525,low,0.09012617664730622
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.20895000000000002,high,0.33088235294117646
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.256095,high,0.16990846681922198
Mild Stress (+5%),0.05,0.33915,very_high,0.3026315789473684
Mild Stress (+5%),0.05,0.308595,very_high,0.22661961179732795
Mild Stress (+5%),0.05,0.20233500000000001,high,0.09012617664730622
Mild Stress (+5%),0.05,0.20233500000000001,high,0.2586490939044481
Mild Stress (+5%),0.05,0.189525,low,0.05081381500595474
Mild Stress (+5%),0.05,0.189525,low,0.09012617664730622
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.11445000000000001,very_low,0.13391662951404368
Mild Stress (+5%),0.05,0.33915,very_high,0.22661961179732795
Mild Stress (+5%),0.05,0.20895000000000002,high,0.4960725075528701
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.210315,high,0.22661961179732795
Mild Stress (+5%),0.05,0.189525,low,0.09012617664730622
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.10048499999999999,very_low,0.13391662951404368
Mild Stress (+5%),0.05,0.308595,very_high,0.22661961179732795
Mild Stress (+5%),0.05,0.308595,very_high,0.33088235294117646
Mild Stress (+5%),0.05,0.20233500000000001,high,0.05081381500595474
Mild Stress (+5%),0.05,0.189525,low,0.09012617664730622
Mild Stress (+5%),0.05,0.20895000000000002,high,0.3327205882352941
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.189525,low,0.09012617664730622
Mild Stress (+5%),0.05,0.20233500000000001,high,0.09293914137442995
Mild Stress (+5%),0.05,0.189525,low,0.09293914137442995
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.27048,high,0.18269230769230768
Mild Stress (+5%),0.05,0.20233500000000001,high,0.09012617664730622
Mild Stress (+5%),0.05,0.20233500000000001,high,0.09012617664730622
Mild Stress (+5%),0.05,0.20233500000000001,high,0.13391662951404368
Mild Stress (+5%),0.05,0.189525,low,0.09012617664730622
Mild Stress (+5%),0.05,0.20233500000000001,high,0.13391662951404368
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.189525,low,0.09090909090909091
Mild Stress (+5%),0.05,0.20233500000000001,high,0.2586490939044481
Mild Stress (+5%),0.05,0.1134,very_low,0.13391662951404368
Mild Stress (+5%),0.05,0.20895000000000002,high,0.4960725075528701
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.20233500000000001,high,0.05081381500595474
Mild Stress (+5%),0.05,0.188895,low,0.11290322580645161
Mild Stress (+5%),0.05,0.20233500000000001,high,0.13391662951404368
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.15582000000000001,very_low,0.08408752434414023
Mild Stress (+5%),0.05,0.189525,low,0.09293914137442995
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.189525,low,0.09293914137442995
Mild Stress (+5%),0.05,0.10048499999999999,very_low,0.03289473684210526
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.19824,medium,0.05081381500595474
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.189525,low,0.05081381500595474
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.189525,low,0.09090909090909091
Mild Stress (+5%),0.05,0.20233500000000001,high,0.13391662951404368
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.189525,low,0.05081381500595474
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.189525,low,0.09012617664730622
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.189525,low,0.040262172284644196
Mild Stress (+5%),0.05,0.33915,very_high,0.22661961179732795
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.189525,low,0.05081381500595474
Mild Stress (+5%),0.05,0.23457,high,0.09012617664730622
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.20233500000000001,high,0.3327205882352941
Mild Stress (+5%),0.05,0.20233500000000001,high,0.05081381500595474
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.189525,low,0.09293914137442995
Mild Stress (+5%),0.05,0.189525,low,0.13391662951404368
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.0966,very_low,0.13391662951404368
Mild Stress (+5%),0.05,0.189525,low,0.30736842105263157
Mild Stress (+5%),0.05,0.10395000000000001,very_low,0.09293914137442995
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.308595,very_high,0.30736842105263157
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.20233500000000001,high,0.05081381500595474
Mild Stress (+5%),0.05,0.32508,very_high,0.2586490939044481
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.189525,low,0.09012617664730622
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.189525,low,0.09293914137442995
Mild Stress (+5%),0.05,0.189525,low,0.30736842105263157
Mild Stress (+5%),0.05,0.20233500000000001,high,0.2586490939044481
Mild Stress (+5%),0.05,0.189525,low,0.08953341740226986
Mild Stress (+5%),0.05,0.20233500000000001,high,0.09012617664730622
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.20233500000000001,high,0.13391662951404368
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.189525,low,0.09012617664730622
Mild Stress (+5%),0.05,0.189525,low,0.03289473684210526
Mild Stress (+5%),0.05,0.20895000000000002,high,0.3327205882352941
Mild Stress (+5%),0.05,0.20233500000000001,high,0.13391662951404368
Mild Stress (+5%),0.05,0.20233500000000001,high,0.09293914137442995
Mild Stress (+5%),0.05,0.20233500000000001,high,0.13391662951404368
Mild Stress (+5%),0.05,0.0945,very_low,0.06521739130434781
Mild Stress (+5%),0.05,0.115395,very_low,0.08408752434414023
Mild Stress (+5%),0.05,0.10048499999999999,very_low,0.09293914137442995
Mild Stress (+5%),0.05,0.20233500000000001,high,0.2875
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.19939500000000002,high,0.13391662951404368
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.0966,very_low,0.13391662951404368
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.33915,very_high,0.30736842105263157
Mild Stress (+5%),0.05,0.157395,very_low,0.09293914137442995
Mild Stress (+5%),0.05,0.139545,very_low,0.09012617664730622
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.33915,very_high,0.30736842105263157
Mild Stress (+5%),0.05,0.188895,low,0.08953341740226986
Mild Stress (+5%),0.05,0.27415500000000004,high,0.22661961179732795
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.308595,very_high,0.30736842105263157
Mild Stress (+5%),0.05,0.308595,very_high,0.22661961179732795
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.19939500000000002,high,0.16990846681922198
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.20233500000000001,high,0.09293914137442995
Mild Stress (+5%),0.05,0.0966,very_low,0.13391662951404368
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.20233500000000001,high,0.3327205882352941
Mild Stress (+5%),0.05,0.20233500000000001,high,0.13391662951404368
Mild Stress (+5%),0.05,0.20895000000000002,high,0.4960725075528701
Mild Stress (+5%),0.05,0.20233500000000001,high,0.13391662951404368
Mild Stress (+5%),0.05,0.10164000000000001,very_low,0.0725967291583566
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.20233500000000001,high,0.2586490939044481
Mild Stress (+5%),0.05,0.20895000000000002,high,0.3327205882352941
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.20233500000000001,high,0.2586490939044481
Mild Stress (+5%),0.05,0.20233500000000001,high,0.2586490939044481
Mild Stress (+5%),0.05,0.189525,low,0.09293914137442995
Mild Stress (+5%),0.05,0.189525,low,0.13391662951404368
Mild Stress (+5%),0.05,0.189525,low,0.05081381500595474
Mild Stress (+5%),0.05,0.20233500000000001,high,0.13391662951404368
Mild Stress (+5%),0.05,0.19939500000000002,high,0.05081381500595474
Mild Stress (+5%),0.05,0.189525,low,0.05081381500595474
Mild Stress (+5%),0.05,0.19939500000000002,high,0.18269230769230768
Mild Stress (+5%),0.05,0.20233500000000001,high,0.2586490939044481
Mild Stress (+5%),0.05,0.308595,very_high,0.30736842105263157
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.20233500000000001,high,0.3327205882352941
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.20233500000000001,high,0.16990846681922198
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.18385500000000002,low,0.13391662951404368
Mild Stress (+5%),0.05,0.13723500000000002,very_low,0.040262172284644196
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.10048499999999999,very_low,0.08408752434414023
Mild Stress (+5%),0.05,0.20233500000000001,high,0.13391662951404368
Mild Stress (+5%),0.05,0.271215,high,0.09012617664730622
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.308595,very_high,0.30736842105263157
Mild Stress (+5%),0.05,0.33915,very_high,0.22661961179732795
Mild Stress (+5%),0.05,0.20233500000000001,high,0.2586490939044481
Mild Stress (+5%),0.05,0.189525,low,0.09012617664730622
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.189525,low,0.09012617664730622
Mild Stress (+5%),0.05,0.10395000000000001,very_low,0.09012617664730622
Mild Stress (+5%),0.05,0.20233500000000001,high,0.3327205882352941
Mild Stress (+5%),0.05,0.28665,high,0.22661961179732795
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.20233500000000001,high,0.47492763166539304
Mild Stress (+5%),0.05,0.20233500000000001,high,0.08953341740226986
Mild Stress (+5%),0.05,0.099015,very_low,0.06521739130434781
Mild Stress (+5%),0.05,0.11445000000000001,very_low,0.13391662951404368
Mild Stress (+5%),0.05,0.16054500000000002,very_low,0.08408752434414023
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.11445000000000001,very_low,0.09293914137442995
